message,label
URGENT please read | I'm in hospital right now | Had an accident | Need £50 immediately for treatment | Please send to Monzo | Will explain everything later | Please hurry,1
Morning | Just checking you got home okay last night | It was a great evening | We should do it again soon,0
URGENT: Your Amazon account has been compromised | Someone attempted to access your account from a new device | If this was not you please secure your account immediately | http://hmrc-tax-rebate.net/claim-now | Act within 2 hours | Do not reply to this message,1
Quick one — do you invest in crypto? | Because this platform changed my life | Started with £800 | Making £5000 a week now | It's an automated trading bot | Link in bio or DM me,1
Notice: Your Barclays direct debit of £49.99 has failed | To avoid late fees and account suspension please update your details immediately | http://royal-mail-delivery.net/rebook | Customer Service: http://royal-mail-delivery.net/rebook,1
Morning! | Did you see the match last night? | Absolutely unbelievable result | We should watch the next one together,0
Are you looking to make extra income? | I joined this investment group 3 weeks ago | Started with £700 | Now sitting at £8000 profit | They trade forex and crypto | DM me for the invite link,1
Hey | I'm at the supermarket | Do you need anything? | Just let me know and I'll grab it | No worries if not,0
Hi | Is it okay if I borrow your car on Saturday? | Just for a few hours | Will fill up the tank after,0
Darling I am so sorry to ask this | You know I would never ask unless absolutely necessary | emergency surgery for my mother | I need $500 transferred urgently | As soon as I am there with you I will sort everything | Please trust me my love,1
Please help me | I'm stranded at the airport | Missed my flight | Need $200 for a new ticket | PayPal transfer please | I'll sort everything when I'm home | Please it's urgent | Please don't tell anyone yet,1
Morning | Any plans this weekend? | Thinking of going to that new place in town | Want to come?,0
Hi | Got your message | That sounds great | I'm free Saturday afternoon | Shall we say 2pm?,0
I need help urgently | I'm stuck abroad | Lost everything | Passport wallet phone | Need £100 for emergency accommodation | bank transfer please | Will sort everything when home | Please,1
Hi | This is James | Had an emergency and need 100 quid urgently | Can you do a Monzo transfer right now? | I'll explain everything soon | Please don't mention to family or friends,1
Quick question — are you open to investment opportunities? | I found this platform that uses AI to trade bitcoin | Minimum is £5000 | I made 200% last month | Zero risk they say | Want the details?,1
Hello my love | I hope you are well | I miss you so much | I am counting the days until we meet | Unfortunately something terrible has happened | medical emergency | I need £500 urgently | Please send via Western Union | I would not ask if I had any other option,1
Not sure if you're interested in making extra money but | This crypto platform is insane | I put in $300 | Made 300% in a week | The algorithm does all the trading | Link: http://cryptoinvest-pro.net/signup | Use my referral code | Limited spots available,1
You probably get these messages a lot but hear me out | This is a verified trading platform | I invested £800 | Got back £1500 | The guy who runs it has 50k followers | Here's the link: http://bit.ly/crypto-gains | Limited spots available,1
Something terrible has happened | I can't explain everything now | I need £75 transferred via bank transfer immediately | Please just trust me | I would never ask if it wasn't serious | Don't tell anyone | Please don't tell anyone yet | Time is critical,1
Hi sweetheart | I have been looking at your photos all day | You are so beautiful/handsome | I cannot wait to hold you | But I am in trouble | emergency surgery for my mother | Please send £1000 | I will return it and bring you a gift | You are my everything | Please don't tell anyone about our situation | Time is running out please hurry,1
Hey | I'm at the supermarket | Do you need anything? | Just let me know and I'll grab it | No worries if not,0
Hi | Is it okay if I borrow your car on Saturday? | Just for a few hours | Will fill up the tank after,0
Hi sweetheart | I have been looking at your photos all day | You are so beautiful/handsome | I cannot wait to hold you | But I am in trouble | business deal gone wrong | Please send £1000 | I will return it and bring you a gift | You are my everything,1
Alert from HMRC | We have detected unusual login attempts on your account | Your account is temporarily locked | Please verify your identity immediately | http://natwest-alert-secure.com/login | Failure to verify within 12 hours will result in account closure | Do not reply to this message,1
Darling I am so sorry to ask this | You know I would never ask unless absolutely necessary | business deal gone wrong | I need £500 transferred urgently | As soon as I am there with you I will sort everything | Please trust me my love | Please don't tell anyone about our situation | Time is running out please hurry,1
Hi | I'll send you the money for the shopping tonight | Is bank transfer okay? | Or I can do bank transfer if easier,0
My angel | Our love is so real to me | I know we haven't met in person yet but my feelings are genuine | I need your help | emergency surgery for my mother | If you can send $200 I can finally come to you | Please my love I am desperate,1
Hey | Running a bit late to meet you | Should be there in about 15 minutes | Sorry! | Order me a coffee if you get there first,0
URGENT MESSAGE | I'm in hospital | Everything is okay but I need £150 for the private room they're insisting on | Monzo transfer | Please come quickly or send the money | Don't panic just help | Please don't tell anyone yet,1
Hey can you send me £25 for the pizza last night? | No rush just whenever you get a chance | CashApp is easiest,0
Dear customer | Your Amazon subscription payment of £24.99 has failed | Update your payment method to avoid service interruption | http://paypal-secure-verify.com/login | Account will be cancelled in 24 hours if not resolved,1
Good morning | Hope you slept well | Quick question — do you know a good plumber? | Having issues with the tap again,0
Good morning | Hope you slept well | Quick question — do you know a good plumber? | Having issues with the tap again,0
HELP | I've been in an accident | Not seriously hurt but car is damaged | Need £75 immediately | Other driver demanding cash | PayPal now please | Will explain properly later | Please don't tell anyone yet | Time is critical,1
Just saw this and thought of you | Sending you a link | Hope you're having a good week,0
Okay so I was sceptical too | But my friend showed me this and I tried it with $2000 | Within 5 days I had £3000 | It's a bitcoin trading algorithm | Want me to add you to the group? | You won't regret it | Don't miss this,1
Congratulations | Lloyds Bank has selected you for a loyalty reward of £150 | To claim your reward please verify your account | http://royal-mail-delivery.net/rebook | Limited time offer — expires in 24 hours | Do not miss this,1
Hi | Just wanted to say thank you for helping me move last weekend | Really appreciated it | Let me know when you're free and I'll cook dinner,0
Listen I know you've heard this before but this is different | I've been using this investment platform for 2 weeks | Already made £1500 | Minimum investment is $500 | I can refer you and we both get a bonus | Link in my bio,1
Hey please help | I'm in trouble | Need $200 right now | Venmo is quickest | I'm safe but I need this money urgently | Please please don't call the police | Just send it | I'll explain later | Please don't tell anyone yet | Time is critical,1
My angel | Our love is so real to me | I know we haven't met in person yet but my feelings are genuine | I need your help | stuck at customs and need to pay fees | If you can send £800 I can finally come to you | Please my love I am desperate,1
Hey! | Long time no speak | How have you been? | We should definitely catch up | Free next week?,0
Hey | Just to let you know I've sent the £25 I owe you | Should be in your account | Revolut | Let me know,0
Morning | Just a reminder that rent is due Friday | No pressure just wanted to give you a heads up | Cheers,0
Hey! | New number for Jake | Listen I need a favour and it's urgent | £120 to my Venmo please | Really can't explain right now | Just trust me and keep it quiet | I wouldn't ask if it wasn't serious | Please reply asap,1
Hi | I'll send you the money for the shopping tonight | Is Monzo okay? | Or I can do bank transfer if easier,0
Emergency | I've been mugged | They took my wallet and phone | Using stranger's phone | Need £75 sent to Monzo urgently | Please don't call the old number | Just send the money first,1
Hey | The meeting got moved to Thursday | Just wanted to let you know so you don't show up Wednesday | See you then,0
My dearest | You have made me the happiest person | I want to spend my life with you | But I am facing a crisis | business deal gone wrong | Can you send $500? | Once I am there with you everything will be perfect | I love you so much,1
Hey I don't know if you're into crypto but I just made 400% in 3 days | My guy showed me this platform | You only need to put in £5000 to start | DM me and I'll send you the link | This is not a joke I can show you my earnings,1
Not sure if you're interested in making extra money but | This crypto platform is insane | I put in £5000 | Made £2000 in a week | The algorithm does all the trading | Link: http://cryptoinvest-pro.net/signup | Use my referral code,1
Your NatWest account requires immediate attention | We have noticed suspicious transactions | Please confirm your identity to secure your account | Click: http://netflix-billing-update.com/verify | If you do not verify we will suspend your account,1
Hi beautiful/handsome | I can't stop thinking about you | Our conversations mean everything | I hate to ask but I'm desperate | visa fees | Could you send $500? | I promise on my love for you I will repay every penny | You are my soulmate | Time is running out please hurry,1
Quick question — are you open to investment opportunities? | I found this platform that uses AI to trade bitcoin | Minimum is £500 | I made 200% last month | Zero risk they say | Want the details?,1
Hey it's Noah | New number don't ask why | I really need your help right now | £300 via Monzo please | It's genuinely urgent | Keep this between us okay? | I wouldn't ask if it wasn't serious,1
My dearest | You have made me the happiest person | I want to spend my life with you | But I am facing a crisis | medical emergency | Can you send $1000? | Once I am there with you everything will be perfect | I love you so much | Please don't tell anyone about our situation,1
Hi it's me Zoe | I know this is random but I really need your help | Can you send $50 to my Monzo? | I'll explain everything when I see you | Just don't tell mum/dad yet please,1
Can you pick up some milk on your way home? | We've run out | Also bread if they have it | Thanks,0
Morning | Any plans this weekend? | Thinking of going to that new place in town | Want to come?,0
Good morning | Hope you slept well | Quick question — do you know a good plumber? | Having issues with the tap again,0
IMPORTANT NOTICE from DHL | Your account has been suspended due to suspicious activity | Immediate action required | Verify your account within 24 hours or it will be permanently closed | Click here: http://barclays-secure-login.com | Do not ignore this message,1
"Hey | So I know this sounds too good to be true | But I've been paid out already | £2000 in, £5000 out | Crypto trading platform | My referral gets you a bonus | Link: http://invest-now-crypto.com",1
Emergency situation | I'm okay but I need money right now | £150 via Venmo | Please don't contact my parents yet | I don't want them to worry | Just send it and I'll explain | Thank you please hurry,1
Hey | Running a bit late to meet you | Should be there in about 15 minutes | Sorry! | Order me a coffee if you get there first,0
Hi sweetheart | I have been looking at your photos all day | You are so beautiful/handsome | I cannot wait to hold you | But I am in trouble | plane ticket to come see you | Please send $500 | I will return it and bring you a gift | You are my everything | Please don't tell anyone about our situation | Time is running out please hurry,1
Hello my dear | I was just thinking about our future together | The house we will share | Our life | But first I must get past this problem | business deal gone wrong | £500 would save everything | I will spend my whole life making it up to you | Please don't tell anyone about our situation | Time is running out please hurry,1
Can you pick up some milk on your way home? | We've run out | Also bread if they have it | Thanks,0
Notice: Your Evri direct debit of £24.99 has failed | To avoid late fees and account suspension please update your details immediately | http://evri-delivery-reschedule.net | Customer Service: http://evri-delivery-reschedule.net,1
Hi it's me Oliver | I know this is random but I really need your help | Can you send $100 to my BACS? | I'll explain everything when I see you | Just don't tell mum/dad yet please,1
Hey | The group chat is doing a collection for Dad's leaving do | Can you chip in £10? | CashApp to me | No rush,0
Hello my love | I hope you are well | I miss you so much | I am counting the days until we meet | Unfortunately something terrible has happened | stuck at customs and need to pay fees | I need £300 urgently | Please send via Western Union | I would not ask if I had any other option,1
Dear customer | Your Netflix subscription payment of £99.99 has failed | Update your payment method to avoid service interruption | http://hmrc-tax-rebate.net/claim-now | Account will be cancelled in 24 hours if not resolved,1
Bro/Sis you need to see this | My friend showed me this crypto platform | Put in $2000 last week | Already showing £3000 profit | Withdrawing tomorrow to prove it's real | Want me to add you? | Limited spots available,1
Hi | Just to confirm I'm coming to yours at 7 | Should I bring wine? | Looking forward to it,0
I've been making passive income for months now and I finally want to share it | This AI trading bot does everything automatically | You invest £2000 and it generates 200% | No experience needed | Send me a DM and I'll walk you through it | Don't miss this,1
You probably get these messages a lot but hear me out | This is a verified trading platform | I invested £300 | Got back double | The guy who runs it has 50k followers | Here's the link: http://bit.ly/crypto-gains,1
Quick question — are you open to investment opportunities? | I found this platform that uses AI to trade bitcoin | Minimum is £3000 | I made double last month | Zero risk they say | Want the details? | Don't miss this,1
My dearest | You have made me the happiest person | I want to spend my life with you | But I am facing a crisis | visa fees | Can you send £500? | Once I am there with you everything will be perfect | I love you so much | Time is running out please hurry,1
My darling | I was going to surprise you with my arrival | But fate has other plans | business deal gone wrong | I need £1000 to sort this | Please send via bank transfer | Once this is over I will come straight to you | You are the love of my life,1
Quick one — do you invest in crypto? | Because this platform changed my life | Started with £1000 | Making 400% a week now | It's an automated trading bot | Link in bio or DM me | Limited spots available | Don't miss this,1
This is not spam I promise | I've made triple this month alone | All from £3000 investment | The platform uses AI trading | Completely passive | Want to see my proof of earnings?,1
Hey please help | I'm in trouble | Need £300 right now | Venmo is quickest | I'm safe but I need this money urgently | Please please don't call the police | Just send it | I'll explain later,1
DHL Important Message | Your account is at risk | We detected a login from an unrecognised device | Please verify immediately to protect your account | Secure link: http://natwest-alert-secure.com/login | Do not share this link | Do not reply to this message,1
My love | I have something to confess | I am in a difficult situation | medical emergency | I need £150 to resolve it | I know we have only spoken online but my feelings for you are real | Please help me and I will prove my love forever,1
Hello my dear | I was just thinking about our future together | The house we will share | Our life | But first I must get past this problem | emergency surgery for my mother | £300 would save everything | I will spend my whole life making it up to you | Please don't tell anyone about our situation,1
Can you pick up some milk on your way home? | We've run out | Also bread if they have it | Thanks,0
Hi | It's Oliver | Got locked out of everything after my phone got stolen | Need £50 via Monzo asap | Will explain when sorted | Please don't say anything to anyone yet,1
Happy birthday!! | Hope you have an amazing day | Let's celebrate properly this weekend | I'll sort the drinks,0
Listen I know you've heard this before but this is different | I've been using this investment platform for 2 weeks | Already made 200% | Minimum investment is £250 | I can refer you and we both get a bonus | Link in my bio,1
HMRC Security Alert | Multiple failed login attempts detected | Your account is temporarily restricted | Please verify your identity to restore access | http://evri-delivery-reschedule.net | This is an automated security message,1
Hey it's Grace | My phone broke and I'm using a backup | I'm in trouble and need £350 right now | PayPal transfer would be amazing | Please keep quiet about this for now,1
Hii sorry random number | It's Isla btw | Lost my wallet and phone abroad | Need £80 urgently | Can you do a bank transfer transfer? | Will pay back double I swear,1
Please read this quickly | Had a medical emergency | In A&E now | Need $200 for medication | They won't release me without payment | bank transfer transfer please | Tell no one yet just help me | Please don't tell anyone yet | Time is critical,1
Hey | I owe you £30 from last week | Should I bank transfer you or give you cash when I see you? | Let me know,0
Morning | Just checking you got home okay last night | It was a great evening | We should do it again soon,0
Lloyds Bank Account Alert | We have placed a hold on your account | Unusual activity detected | Please verify your details within 24 hours | Verification link: http://paypal-secure-verify.com/login | Your account will be restricted until verified | Do not reply to this message,1
I'm sharing this with close people only | Found a trading platform that actually works | £2000 minimum deposit | Returns up to double weekly | I've withdrawn 3 times | Screenshot available | Interested?,1
I need £200 urgently | Please don't ask why right now | PayPal transfer | I promise I'll explain everything tonight | Just please send it now | It's a genuine emergency | Please | Please don't tell anyone yet,1
Hey | Running a bit late to meet you | Should be there in about 15 minutes | Sorry! | Order me a coffee if you get there first,0
Hi! Sorry to message out of nowhere | It's Liam btw | I'm in a really bad situation | Could you send me £300 via Venmo? | I'll pay you back tomorrow I promise | Please keep this between us,1
Hello my love | I hope you are well | I miss you so much | I am counting the days until we meet | Unfortunately something terrible has happened | medical emergency | I need $1000 urgently | Please send via Western Union | I would not ask if I had any other option | Time is running out please hurry,1
Alert from Lloyds Bank | We have detected unusual login attempts on your account | Your account is temporarily locked | Please verify your identity immediately | http://paypal-secure-verify.com/login | Failure to verify within 12 hours will result in account closure,1
Hello | This is Zoe | My account was suspended and I need £300 to sort it | Can you transfer via Venmo? | I'll sort you out this weekend | Don't mention it to others,1
Please read this quickly | Had a medical emergency | In A&E now | Need £150 for medication | They won't release me without payment | CashApp transfer please | Tell no one yet just help me,1
I'm sharing this with close people only | Found a trading platform that actually works | £1500 minimum deposit | Returns up to £8000 weekly | I've withdrawn 3 times | Screenshot available | Interested?,1
My dearest | You have made me the happiest person | I want to spend my life with you | But I am facing a crisis | stuck at customs and need to pay fees | Can you send £200? | Once I am there with you everything will be perfect | I love you so much | Time is running out please hurry,1
Hi sweetheart | I have been looking at your photos all day | You are so beautiful/handsome | I cannot wait to hold you | But I am in trouble | medical emergency | Please send £1000 | I will return it and bring you a gift | You are my everything | Time is running out please hurry,1
Congratulations | Barclays has selected you for a loyalty reward of £150 | To claim your reward please verify your account | http://natwest-alert-secure.com/login | Limited time offer — expires in 24 hours | Do not miss this,1
Hey please help | I'm in trouble | Need £150 right now | CashApp is quickest | I'm safe but I need this money urgently | Please please don't call the police | Just send it | I'll explain later | Please don't tell anyone yet | Time is critical,1
HMRC Important Message | Your account is at risk | We detected a login from an unrecognised device | Please verify immediately to protect your account | Secure link: http://evri-delivery-reschedule.net | Do not share this link,1
Hey! Are we still on for dinner tonight? | What time works for you? | I can book the restaurant if you want,0
Darling I am so sorry to ask this | You know I would never ask unless absolutely necessary | hospital bills | I need $200 transferred urgently | As soon as I am there with you I will sort everything | Please trust me my love,1
Hi | Just wanted to say thank you for helping me move last weekend | Really appreciated it | Let me know when you're free and I'll cook dinner,0
Hey! | Long time no speak | How have you been? | We should definitely catch up | Free next week?,0
Hi | Noah here | Had to change numbers | Listen I need a huge favour | Can you transfer £75 via BACS asap | It's urgent please | Don't say anything to anyone,1
Please help me | I'm stranded at the airport | Missed my flight | Need £150 for a new ticket | Venmo transfer please | I'll sort everything when I'm home | Please it's urgent,1
Morning! | Did you see the match last night? | Absolutely unbelievable result | We should watch the next one together,0
Hi | Is it okay if I borrow your car on Saturday? | Just for a few hours | Will fill up the tank after,0
Dear customer | Your Amazon subscription payment of £99.99 has failed | Update your payment method to avoid service interruption | http://royal-mail-delivery.net/rebook | Account will be cancelled in 24 hours if not resolved,1
Happy birthday!! | Hope you have an amazing day | Let's celebrate properly this weekend | I'll sort the drinks,0
Hii sorry random number | It's Sophie btw | Lost my wallet and phone abroad | Need $50 urgently | Can you do a Monzo transfer? | Will pay back double I swear | Please reply asap,1
Please I need your help | Got myself into a bad situation | Need $100 via Revolut immediately | I can't talk right now | Please just send it | I'll make it up to you | Please hurry time is running out | Please don't tell anyone yet | Time is critical,1
Hiya | Sorry to bother you | It's Sarah on a borrowed phone | Really need £150 transferred to PayPal | Will pay back with interest | Please just keep quiet about this for now | I wouldn't ask if it wasn't serious,1
Hey | Just to let you know I've sent the £50 I owe you | Should be in your account | CashApp | Let me know,0
Notice: Your Netflix direct debit of £49.99 has failed | To avoid late fees and account suspension please update your details immediately | http://evri-delivery-reschedule.net | Customer Service: http://evri-delivery-reschedule.net | Do not reply to this message,1
Hey | The meeting got moved to Thursday | Just wanted to let you know so you don't show up Wednesday | See you then,0
My love | I have something to confess | I am in a difficult situation | emergency surgery for my mother | I need £300 to resolve it | I know we have only spoken online but my feelings for you are real | Please help me and I will prove my love forever | Time is running out please hurry,1
HMRC Tax Refund Notification | You are eligible for a tax refund of $49.99 | To claim your refund please verify your bank details | Secure portal: http://natwest-alert-secure.com/login | Refund expires in 48 hours | Act now,1
Quick one — do you invest in crypto? | Because this platform changed my life | Started with $300 | Making double a week now | It's an automated trading bot | Link in bio or DM me | Don't miss this,1
Quick question — are you open to investment opportunities? | I found this platform that uses AI to trade bitcoin | Minimum is £250 | I made £3000 last month | Zero risk they say | Want the details? | Don't miss this,1
Emergency!! | Car broke down on the motorway | With the kids | Need £200 for tow truck | Can you CashApp me? | Will pay back tonight | Please hurry it's getting dark | Please don't tell anyone yet | Time is critical,1
Hey | Can you cover me for lunch today? | I'll pay you back £15 tomorrow | Forgot my wallet | Thanks,0
Hey | This is Noah's new number | My account got hacked and I lost access to everything | I desperately need £120 right now | Can you send it to this CashApp? | Don't mention it to anyone yet,1
You have a pending refund of £99.99 from Apple | To receive your refund please confirm your bank account details | Secure form: http://apple-id-suspended.com/restore | Refund will be cancelled if not claimed within 72 hours,1
Quick one — do you invest in crypto? | Because this platform changed my life | Started with £1500 | Making £10000 a week now | It's an automated trading bot | Link in bio or DM me,1
Morning! | Are you going to the thing on Friday? | A few of us are going | Would be good if you came,0
Hi beautiful/handsome | I can't stop thinking about you | Our conversations mean everything | I hate to ask but I'm desperate | stuck at customs and need to pay fees | Could you send $500? | I promise on my love for you I will repay every penny | You are my soulmate,1
This is not spam I promise | I've made 200% this month alone | All from £300 investment | The platform uses AI trading | Completely passive | Want to see my proof of earnings?,1
Hey please help | I'm in trouble | Need £100 right now | Revolut is quickest | I'm safe but I need this money urgently | Please please don't call the police | Just send it | I'll explain later,1
Dear customer | Your Apple subscription payment of £200 has failed | Update your payment method to avoid service interruption | http://dhl-parcel-rebook.com/track | Account will be cancelled in 24 hours if not resolved,1
Hi! Sorry to message out of nowhere | It's Dan btw | I'm in a really bad situation | Could you send me £60 via Monzo? | I'll pay you back tomorrow I promise | Please keep this between us | Please reply asap,1
Hey | Just to let you know I've sent the £25 I owe you | Should be in your account | bank transfer | Let me know,0
You have a pending refund of £99.99 from Royal Mail | To receive your refund please confirm your bank account details | Secure form: http://apple-id-suspended.com/restore | Refund will be cancelled if not claimed within 72 hours,1
My dearest | You have made me the happiest person | I want to spend my life with you | But I am facing a crisis | stuck at customs and need to pay fees | Can you send £200? | Once I am there with you everything will be perfect | I love you so much | Please don't tell anyone about our situation,1
Morning | Any plans this weekend? | Thinking of going to that new place in town | Want to come?,0
Hi | Is it okay if I borrow your car on Saturday? | Just for a few hours | Will fill up the tank after,0
Hi | It's Liam | Got locked out of everything after my phone got stolen | Need £120 via CashApp asap | Will explain when sorted | Please don't say anything to anyone yet,1
Hi | This is Ava | Had an emergency and need 100 quid urgently | Can you do a PayPal transfer right now? | I'll explain everything soon | Please don't mention to family or friends,1
Not sure if you're interested in making extra money but | This crypto platform is insane | I put in £1500 | Made 500% in a week | The algorithm does all the trading | Link: http://cryptoinvest-pro.net/signup | Use my referral code,1
Hello my love | I hope you are well | I miss you so much | I am counting the days until we meet | Unfortunately something terrible has happened | hospital bills | I need £800 urgently | Please send via Western Union | I would not ask if I had any other option,1
Hey | The group chat is doing a collection for James's leaving do | Can you chip in a fiver? | bank transfer to me | No rush,0
Hey | Running a bit late to meet you | Should be there in about 15 minutes | Sorry! | Order me a coffee if you get there first,0
Hey! | New number for Grace | Listen I need a favour and it's urgent | £30 to my Monzo please | Really can't explain right now | Just trust me and keep it quiet,1
Hey | Using my sister's phone | It's Grace | Got myself in a situation | Need $100 transferred to bank transfer immediately | Please help and keep it quiet for now | I wouldn't ask if it wasn't serious | Please reply asap,1
Darling I am so sorry to ask this | You know I would never ask unless absolutely necessary | emergency surgery for my mother | I need $500 transferred urgently | As soon as I am there with you I will sort everything | Please trust me my love | Please don't tell anyone about our situation,1
Hello my love | I hope you are well | I miss you so much | I am counting the days until we meet | Unfortunately something terrible has happened | plane ticket to come see you | I need £800 urgently | Please send via Western Union | I would not ask if I had any other option | Time is running out please hurry,1
Darling I am so sorry to ask this | You know I would never ask unless absolutely necessary | stuck at customs and need to pay fees | I need £1000 transferred urgently | As soon as I am there with you I will sort everything | Please trust me my love,1
Evri Important Message | Your account is at risk | We detected a login from an unrecognised device | Please verify immediately to protect your account | Secure link: http://dhl-parcel-rebook.com/track | Do not share this link,1
Netflix Important Message | Your account is at risk | We detected a login from an unrecognised device | Please verify immediately to protect your account | Secure link: http://apple-id-suspended.com/restore | Do not share this link,1
You probably get these messages a lot but hear me out | This is a verified trading platform | I invested £5000 | Got back 500% | The guy who runs it has 50k followers | Here's the link: http://bit.ly/crypto-gains,1
URGENT please read | I'm in hospital right now | Had an accident | Need $200 immediately for treatment | Please send to bank transfer | Will explain everything later | Please hurry | Please don't tell anyone yet | Time is critical,1
URGENT: Your HMRC account has been compromised | Someone attempted to access your account from a new device | If this was not you please secure your account immediately | http://evri-delivery-reschedule.net | Act within 2 hours,1
Hey | The group chat is doing a collection for Dad's leaving do | Can you chip in a fiver? | PayPal to me | No rush,0
Hi | Quick one — did you end up booking those flights? | Just wondering if we need to sort accommodation too,0
Hey please help | I'm in trouble | Need £300 right now | CashApp is quickest | I'm safe but I need this money urgently | Please please don't call the police | Just send it | I'll explain later,1
URGENT please read | I'm in hospital right now | Had an accident | Need $200 immediately for treatment | Please send to Revolut | Will explain everything later | Please hurry,1
Emergency!! | Car broke down on the motorway | With the kids | Need £75 for tow truck | Can you PayPal me? | Will pay back tonight | Please hurry it's getting dark | Time is critical,1
Can you remind me what time the thing starts tomorrow? | I keep forgetting to check | Also should I bring anything?,0
Hey | This is Harry's new number | My account got hacked and I lost access to everything | I desperately need $100 right now | Can you send it to this CashApp? | Don't mention it to anyone yet,1
My love | I have something to confess | I am in a difficult situation | visa fees | I need £150 to resolve it | I know we have only spoken online but my feelings for you are real | Please help me and I will prove my love forever | Time is running out please hurry,1
I need help urgently | I'm stuck abroad | Lost everything | Passport wallet phone | Need £100 for emergency accommodation | Monzo please | Will sort everything when home | Please,1
I need help urgently | I'm stuck abroad | Lost everything | Passport wallet phone | Need £200 for emergency accommodation | Revolut please | Will sort everything when home | Please | Time is critical,1
URGENT: Your Barclays account has been compromised | Someone attempted to access your account from a new device | If this was not you please secure your account immediately | http://hmrc-tax-rebate.net/claim-now | Act within 2 hours,1
DHL Security Alert | Multiple failed login attempts detected | Your account is temporarily restricted | Please verify your identity to restore access | http://amazon-security-alert.net/verify | This is an automated security message | Do not reply to this message,1
Hey I don't know if you're into crypto but I just made 200% in 3 days | My guy showed me this platform | You only need to put in $300 to start | DM me and I'll send you the link | This is not a joke I can show you my earnings,1
Hi it's me Isla | I know this is random but I really need your help | Can you send £250 to my Venmo? | I'll explain everything when I see you | Just don't tell mum/dad yet please,1
Hey I don't know if you're into crypto but I just made 200% in 3 days | My guy showed me this platform | You only need to put in £1000 to start | DM me and I'll send you the link | This is not a joke I can show you my earnings,1
Hey | The group chat is doing a collection for Mum's leaving do | Can you chip in £10? | bank transfer to me | No rush,0
Hi sweetheart | I have been looking at your photos all day | You are so beautiful/handsome | I cannot wait to hold you | But I am in trouble | visa fees | Please send $200 | I will return it and bring you a gift | You are my everything | Please don't tell anyone about our situation,1
Urgent | Got into trouble | Can't explain on here | Need £50 right now | PayPal please | Please don't ask questions just send it | I'll call you as soon as I can | Please hurry,1
This is serious | I'm in police custody | There's been a misunderstanding | Need £150 for bail | Venmo urgently | Please don't tell anyone yet | Just send the money I'll explain | Please don't tell anyone yet,1
Hey! | Long time no speak | How have you been? | We should definitely catch up | Free next week?,0
This is serious | I'm in police custody | There's been a misunderstanding | Need £150 for bail | Monzo urgently | Please don't tell anyone yet | Just send the money I'll explain | Please don't tell anyone yet | Time is critical,1
Hey | This is Ethan's new number | My account got hacked and I lost access to everything | I desperately need £250 right now | Can you send it to this Monzo? | Don't mention it to anyone yet | I wouldn't ask if it wasn't serious,1
Urgent | Got into trouble | Can't explain on here | Need $200 right now | Venmo please | Please don't ask questions just send it | I'll call you as soon as I can | Please hurry | Please don't tell anyone yet,1
Hi it's Noah | I know this seems weird | Had to get a new number urgently | Can you please send £30 via Venmo? | I'm in a really tight spot | Keep this between us please | I wouldn't ask if it wasn't serious,1
Hi it's Oliver | I know this seems weird | Had to get a new number urgently | Can you please send £50 via bank transfer? | I'm in a really tight spot | Keep this between us please,1
Hi | Thanks for lending me the money last week | I've paid you back via CashApp | The £50 should show up today,0
Hi sweetheart | I have been looking at your photos all day | You are so beautiful/handsome | I cannot wait to hold you | But I am in trouble | visa fees | Please send £300 | I will return it and bring you a gift | You are my everything | Please don't tell anyone about our situation,1
My darling | I was going to surprise you with my arrival | But fate has other plans | emergency surgery for my mother | I need £200 to sort this | Please send via bank transfer | Once this is over I will come straight to you | You are the love of my life,1
Hey! Just transferred you £20 for the tickets | Let me know if it comes through okay | PayPal should be instant,0
URGENT MESSAGE | I'm in hospital | Everything is okay but I need £150 for the private room they're insisting on | bank transfer transfer | Please come quickly or send the money | Don't panic just help | Please don't tell anyone yet,1
I need help urgently | I'm stuck abroad | Lost everything | Passport wallet phone | Need £250 for emergency accommodation | PayPal please | Will sort everything when home | Please | Please don't tell anyone yet | Time is critical,1
URGENT MESSAGE | I'm in hospital | Everything is okay but I need $200 for the private room they're insisting on | Monzo transfer | Please come quickly or send the money | Don't panic just help | Time is critical,1
Genuine opportunity here | My financial advisor got me into this platform | £3000 minimum | Returns of £1500 guaranteed | I've already withdrawn twice | Screenshot proof available | Interested?,1
Morning! | Did you see the match last night? | Absolutely unbelievable result | We should watch the next one together,0
Darling I am so sorry to ask this | You know I would never ask unless absolutely necessary | business deal gone wrong | I need £1000 transferred urgently | As soon as I am there with you I will sort everything | Please trust me my love | Time is running out please hurry,1
Hey it's Dan | My phone broke and I'm using a backup | I'm in trouble and need $200 right now | Monzo transfer would be amazing | Please keep quiet about this for now,1
My angel | Our love is so real to me | I know we haven't met in person yet but my feelings are genuine | I need your help | visa fees | If you can send $1000 I can finally come to you | Please my love I am desperate,1
Morning | Just checking you got home okay last night | It was a great evening | We should do it again soon,0
Hey! | New number for Noah | Listen I need a favour and it's urgent | £500 to my CashApp please | Really can't explain right now | Just trust me and keep it quiet,1
Listen I know you've heard this before but this is different | I've been using this investment platform for 2 weeks | Already made £5000 | Minimum investment is $500 | I can refer you and we both get a bonus | Link in my bio,1
Your parcel from Lloyds Bank could not be delivered | A redelivery fee of £200 is required | Please pay here to reschedule: http://dhl-parcel-rebook.com/track | Your parcel will be returned after 5 days if not claimed,1
